2004	4	0.0735742598772049
2004	5	0.0735742598772049
2004	2	0.0735742598772049
2004	3	0.32829010486602783
2004	8	0.0735742598772049
2004	6	0.0735742598772049
2004	7	0.0735742598772049
2004	1	0.23026436567306519
234	5	0.0025619063526391983
2448	8	0.15089383721351624
234	4	0.01347259245812893
2448	7	0.12025269120931625
234	7	0.0025619519874453545
2448	6	0.11972656100988388
234	6	0.002553132362663746
677	4	0.0
234	8	0.004645759705454111
677	1	0.0
677	2	0.0
2448	1	0.12274490296840668
2448	5	0.12647144496440887
234	1	0.0025547377299517393
2448	4	0.12030433118343353
2448	3	0.11974142491817474
234	3	0.9690982103347778
2448	2	0.11986478418111801
234	2	0.002551623620092869
1117	7	0.0
1117	8	0.0
1117	5	0.0
1117	6	0.0
1117	4	0.005801461171358824
1117	1	0.0
1117	2	0.0
231	4	0.08545011281967163
2445	8	0.0
231	3	0.08545011281967163
2445	7	0.0
231	6	0.08545011281967163
2445	6	0.0
231	5	0.08545011281967163
231	8	0.08545011281967163
231	7	0.08545011281967163
2445	4	0.0
2445	3	0.0
231	2	0.27537643909454346
2445	2	0.0
231	1	0.21192288398742676
2445	1	0.0
232	7	1.1739641195163131E-4
232	6	1.1721928603947163E-4
232	8	1.4247647777665406E-4
2446	8	0.0
2446	2	0.0
232	1	0.9961611032485962
2446	1	0.0
232	3	3.2179546542465687E-4
2446	7	0.0
232	2	0.002905077999457717
2446	6	0.0
232	5	1.1739536421373487E-4
2446	5	0.0
232	4	1.1757866013795137E-4
2446	4	0.0
2001	3	0.0
1558	8	0.0
2001	1	0.0
2001	2	0.0
2001	7	0.0
2444	1	0.0
2001	8	0.0
2001	5	0.0
2001	6	0.0
1558	2	0.0
1558	3	0.0
1115	7	0.0
1115	8	0.0
1558	1	0.0
1558	6	0.0
1558	7	0.0
1558	4	0.0
1115	1	0.0
1115	5	0.0
1115	6	0.0
1115	3	0.0
1115	4	0.0
1559	5	0.038940440863370895
1559	6	0.01045702863484621
1559	3	0.11034832149744034
1559	4	0.011119391769170761
1559	7	0.013762008398771286
1559	8	0.017747992649674416
1116	4	0.0
1116	5	0.0
1116	2	0.0
1116	3	0.9997037053108215
1116	8	0.0
1559	1	0.012076609767973423
1559	2	0.7859324812889099
1116	6	0.0
1116	7	0.0
1116	1	0.0
2444	5	0.0
2444	3	0.0
2444	2	0.0
2444	8	0.0
2444	7	3.915071429219097E-4
2444	6	0.0
228	3	0.3141302168369293
2442	7	0.05567256733775139
228	2	0.012853002175688744
2442	6	0.025392014533281326
228	5	0.012898742221295834
2442	5	0.5238760113716125
228	4	0.0129361217841506
2442	4	0.025581007823348045
228	7	0.5943267941474915
228	6	0.018385784700512886
228	8	0.021466927602887154
2442	8	0.05090586468577385
2442	3	0.025626566261053085
2442	2	0.025375431403517723
228	1	0.012866857461631298
2442	1	0.2675703167915344
1556	5	0.0
1556	2	0.0
1556	3	0.0
1556	8	0.0
1556	6	0.0
1556	7	0.0010304450988769531
1113	3	0.028640706092119217
1113	4	0.07604271173477173
1113	1	0.31136712431907654
670	8	0.0
1113	2	0.028361575677990913
1113	7	0.3737923800945282
1113	8	0.056449044495821
1556	1	0.0
1113	5	0.029964163899421692
1113	6	0.09542812407016754
1557	7	2.3703323677182198E-6
1557	8	0.0
1557	5	2.3710308596491814E-6
1557	6	2.455664798617363E-6
1557	3	2.558536361902952E-4
1557	4	2.304092049598694E-6
1557	1	0.9764867424964905
1557	2	0.023248543962836266
683	1	0.7342652082443237
240	7	0.0
683	2	0.014398021623492241
240	6	0.0
240	8	0.0
683	5	0.014462159015238285
683	6	0.014407427050173283
683	3	0.014540513046085835
683	4	0.014514658600091934
2011	7	0.12025269120931625
240	1	0.0
2011	8	0.15089383721351624
240	3	0.0
240	2	0.0
240	4	0.0
1568	8	0.0
2011	1	0.12274491786956787
2011	2	0.11986477673053741
1568	6	0.0
2011	5	0.12647143006324768
2011	6	0.11972655355930328
2011	3	0.11974143981933594
2011	4	0.12030432373285294
1568	1	0.0
1568	4	0.0
1568	5	0.0
1568	2	0.0
1568	3	0.0
241	2	0.11061874777078629
241	1	0.1145041212439537
241	4	0.11027254164218903
241	3	0.11155573278665543
241	6	0.11600904166698456
241	5	0.11207999289035797
241	8	0.143358051776886
241	7	0.18160179257392883
2012	4	0.00128710619173944
2012	5	5.734848091378808E-4
2012	2	5.641854950226843E-4
2012	3	6.831669015809894E-4
2012	8	0.0011684796772897243
2012	6	0.0028695007786154747
2012	7	0.9922142028808594
1569	3	0.0
1569	4	0.15467137098312378
1569	1	0.036815494298934937
1569	2	0.0
1569	7	0.8051157593727112
1569	8	0.0
2012	1	6.402484723366797E-4
1569	5	0.0
1569	6	0.0
683	7	0.16452603042125702
683	8	0.02888393960893154
238	8	0.024087868630886078
238	1	0.017443351447582245
238	3	0.036809295415878296
238	2	0.8239150047302246
238	5	0.046637944877147675
238	4	0.016386453062295914
238	7	0.019306790083646774
238	6	0.01565287634730339
2009	3	0.0
1566	8	0.0
2009	1	0.0
2009	2	0.0
2009	7	0.0
2009	8	0.0
2009	5	0.0
2009	6	0.0
682	6	0.0
682	7	0.0
682	4	0.0
682	5	4.9318587116431445E-5
682	8	0.0
2453	8	0.0
2453	7	0.0
2453	6	0.0
2453	5	0.0
682	3	0.0
682	1	0.0
2010	7	0.0
2010	4	0.0
2010	5	0.0
2453	4	0.0
2453	3	1.0
2010	8	0.0
2453	2	0.0
2453	1	0.0
2010	2	0.0
2010	3	0.0
2010	1	0.0
1565	7	0.0
1565	8	0.0
1565	5	0.0
1565	6	0.0
1565	4	0.0
1565	1	0.0
1565	2	0.0
679	5	0.0
679	6	0.0
679	3	1.0
679	4	0.0
679	7	0.0
679	8	0.0
236	3	0.06104985624551773
236	2	0.06104985624551773
236	5	0.323597252368927
236	4	0.09260639548301697
679	1	0.0
236	7	0.2785469889640808
679	2	0.0
236	6	0.06104985624551773
236	8	0.06104985624551773
1566	3	0.0
1123	7	0.0
1566	1	0.0
1123	8	0.0
1566	6	0.0
1566	7	0.0
1566	4	0.0
1566	5	0.0
1123	1	0.8525118231773376
1123	2	0.1476069539785385
1123	5	0.0
