https://www.imdb.com/name/nm0000129/bio	In 1976, if you had told fourteen-year-old Franciscan seminary student Thomas Cruise Mapother IV that one day in the not too distant future he would be Tom Cruise, one of the top 100 movie stars of all time, he would have probably grinned and told you that his ambition was to join the priesthood. Nonetheless, this sensitive, deeply religious youngster who was born in 1962 in Syracuse, New York, was destined to become one of the highest paid and most sought after actors in screen history.Tom is the only son (among four children) of nomadic parents, Mary Lee (Pfeiffer), a special education teacher, and Thomas Cruise Mapother III, an electrical engineer. His parents were both from Louisville, Kentucky, and he has German, Irish, and English ancestry. Young Tom spent his boyhood always on the move, and by the time he was 14 he had attended 15 different schools in the U.S. and Canada. He finally settled in Glen Ridge, New Jersey with his mother and her new husband. While in high school, Tom wanted to become a priest but pretty soon he developed an interest in acting and abandoned his plans of becoming a priest, dropped out of school, and at age 18 headed for New York and a possible acting career. The next 15 years of his life are the stuff of legends. He made his film debut with a small part in Endless Love (1981) and from the outset exhibited an undeniable box office appeal to both male and female audiences.With handsome movie star looks and a charismatic smile, within 5 years Tom Cruise was starring in some of the top-grossing films of the 1980s including Top Gun (1986); The Color of Money (1986), Rain Man (1988) and Born on the Fourth of July (1989). By the 1990s he was one of the highest-paid actors in the world earning an average 15 million dollars a picture in such blockbuster hits as Interview with the Vampire: The Vampire Chronicles (1994), Mission: Impossible (1996) and Jerry Maguire (1996), for which he received an Academy Award Nomination for best actor. Tom Cruise's biggest franchise, Mission Impossible, has also earned a total of 3 billion dollars worldwide. Tom Cruise has also shown lots of interest in producing, with his biggest producer credits being the Mission Impossible franchise.In 1990 he renounced his devout Catholic beliefs and embraced The Church of Scientology claiming that Scientology teachings had cured him of the dyslexia that had plagued him all of his life. A kind and thoughtful man well known for his compassion and generosity, Tom Cruise is one of the best liked members of the movie community. He was married to actress Nicole Kidman until 2001. Thomas Cruise Mapother IV has indeed come a long way from the lonely wanderings of his youth to become one of the biggest movie stars ever.
https://www.imdb.com/name/nm1172285/bio	Higareda was born in Villahermosa, Tabasco, Mexico, the daughter of actress Martha Cervantes and therapist and artist Jose Luis Higareda, and sister of actress Miriam Higareda. She began acting on stage at a very early age, along with dancing jazz, flamenco, tap and folklore. At 14, she moved to Mexico City from her native Tabasco to pursue an acting career. Her debut was in theater participating in various plays such as "Little Women" "Don Juan" among others.Being an advanced student, she entered college several years early at the age of 15; studying Communications at El Tecnologico de Monterrey. She would attend college in the mornings while going to acting school in the evenings and performing in theater on the weekends. A year later, her mother and sister moved to Mexico City and attended acting school with her.She had her first TV debut as an anchor hostess in The Disney Channel's ''Zapping Zone'' a 2 hour life show of fun sketches and adventurous exploring. Soon after, Martha had her own extreme sports segments in the show.She was only 16 when filmmaker Alfonso Cuaron came to Mexico City auditioning for "Y tu Mama tambien", Martha got the part of Cecilia Huerta, Gael Garcia's girlfriend in the film, but being underage and due to the full on nudity in the movie she was not able to do the role. Cuaron encouraged her to keep pursuing her acting career and following his advice soon after she changed her major from Communications to the Performing Arts.In 2002, Higareda had her first leading role in the movie ''Amar te duele" "Love hurts", directed by Fernando Sariñana, in which she shares credits with Luis Fernando Peña and Alfonso Herrera. The movie quickly became a box office hit. And launched Martha's career giving her the nickname "The Mexican Sweetheart". She received The Silver Goddess award for her performance as female lead and the MTV movies favorite actress award.In 2003, she was offered the lead in a Mexican TV show "Enamorate" in TV Azteca. But Higareda's passion was in making movies. Higareda returned with the movie ''Siete Días'' next to Jaime Camil, which turned out to be another box office hit. She worked with Carlos Carrera (El crimen del Padre Amaro) in "Sex, love and other perversions" winning another Silver Goddess Award. And that same year she was nominated as best supporting actress for the Mexican Academy Awards for her role in ''Fuera del Cielo'', In 2007, she came with her latest production ''Niñas Mal'', directed by Fernando Sariñana where she shared credits with Camila Sodi and Ximena Sariñana The movie produced by Columbia Pictures was a huge success in which Higareda portrayed a stubborn yet sweet punk, Adela, and her unusual haircut and fashion statement quickly became a trend in Mexican teenagers.She booked her first American movie in 2007 ''Borderland'' where she shared credits with Sean Austin and Beto Cuevas produced by Lionsgate. The movie was screening in the American Film Market when an agent approached her. He introduced Martha to Craig Shapiro, who to this day represents Higareda at ICM Partners. Shapiro convinced Martha to move to LA. So in 2008, she moved to Hollywood to audition and study script writing: "I'm not the type of actress who sits there to wait for the phone call, I love the creating process and I need to keep myself busy, so I studied script writing, first to know how to choose my projects but most importantly because writing had always been a big passion in my life. So when I'm not acting, for sure I'm writing a script". She booked her first TV show directed by Stephen Frears but the show was canceled due to the writers' strike.In 2008, she worked in the film ''Street Kings'', as Keanu Reeves love interest, along with Hugh Laurie, Cris Evans and Forest Whitaker. The film was directed by David Ayer.She went back to her native country with three finished scripts and at the age of 25 she wrote and produced her first independent film "Te presento a Laura" The movie was in the top ten films in box-office for 10 consecutive weeks. In 2010, she appeared in the prequel to the crime/action film ''Smokin' Aces'', as a deadly female assassin. In 2012, she shot ''Hello Herman'' with Norman Reedus as an American reporter. And in "Lies in Plain Sight" as the leading visually impaired woman trying to solve the murder of her sister, winning the Image foundation Award for her performance.In 2014, she wrote, produced and starred in "Casese Quien Pueda" (Marry me if you can) directed by Marco Polo Constandse and produced by Martha and Miri Higareda and Alejandra Cardenas. The movie quickly became the second biggest box office record of its time. This caught the attention of the American Studios. "I wanted not only to be in movies, but to know the guts of the industry, so I went to find the investors, and was involved in every part of the creative process. Making movies it's all a team effort, so if you surround yourself with the best people you learn from them and if you can also give an opportunity to those whom you believe in their talent, magical things can happen, yes the seed of the idea it's the script but the trunk and the branches is combining everyone else's talents"She played Amparo in the mini series "Carlos" directed by french awarded director Olivier Assayas with Edgar Ramirez playing Ilich the terrorist. She worked in the Disney movie McFarland USA with director Nikki Caro starring Kevin Costner, Maria Bello and Chris Pratts.Martha has successfully combined her acting, writing and producing careers. In 2016, she starred and produced "No Manches Frida" with Edward Allen and Mauricio Arguelles. From Patnelion, Lionsgate, Videocine and Constantin Films, "No Manches Frida" was another box office hit, where Higareda plays shy yet passionate Miss Lucy who falls in love with a Criminal (Omar Chaparro). Due to their longstanding friendship, she and Chaparro had wonderful chemistry and it was Martha who went to the Studio pitching Chaparro for the role. The low budget film made 11.8 million dollars in Mexico and 11.5 million dollars in the US.Higareda produced with Miguel Mier, Jimena Rodriguez, Bernardo Rugama the box office success and Mexican adaptation of "3 idiots" A story about following your true passion, this subject has always interested Higareda as she has toured around her country giving inspirational yet grounding talks to teenagers.Higareda's newest project, "Altered Carbon," is a hard-boiled cyberpunk science fiction novel by Richard K. Morgan brought to the screen by Netflix and Skydance Studios. Opposite Joel Kinnaman who portrays Envoy Takeshi Kovacs, Higareda plays the female counterpart, detective Kristin Ortega. Miguel Sapochnik directs the first episode. "Altered Carbon" was met with mildly positive reviews from critics, receiving a 64% on Rotten Tomatoes. However, fan reception was extremely positive with a 90% on Rotten Tomatoes and an 8.1 on Metacritic, making Higareda's debut in American television a relative success.
https://www.imdb.com/name/nm3918035/bio	Zendaya (which means "to give thanks" in the language of Shona) is an American actress and singer born in Oakland, California. She began her career appearing as a child model working for Macy's, Mervyns and Old Navy. She was a backup dancer before gaining prominence for her role as Rocky Blue on the Disney Channel sitcom Shake It Up (2010) which also includes Bella Thorne, Kenton Duty and Roshon Fegan. Zendaya was a contestant on the sixteenth season of the competition series Dancing with the Stars. She went on to produce and star as K.C. Cooper in the Disney Channel sitcom K.C. Undercover (2015) She made her film breakthrough in 2017, starring as Michelle "MJ" Jones in the Marvel Cinematic Universe superhero film Spider-Man: Homecoming (2017) and as Anne Wheeler in the musical drama film The Greatest Showman (2017) alongside actors such as Tom Holland, Hugh Jackman and Zac Efron. Besides acting, singing and dancing she is an ambassador for Convoy of Hope. She has written a book, launched her own clothing line (Daya by Zendaya) and proved herself to be a great role model for young girls all around the world.
https://www.imdb.com/name/nm0001567/bio	Danish beauty Connie Nielsen consistently lights up the screen with an eclectic bevy of film roles. She was born in Frederikshavn, Denmark, to a mother who worked as an insurance clerk, and a father, Bent Nielsen, who was a bus driver. Nielsen began her acting career working alongside her mother on the local revue and variety scene. At 18, she headed to Paris to continue her pursuit of acting, which led her to further work and study in Rome and Milan. In addition to being an accomplished actress, Nielsen is also a trained singer, dancer and is fluent in English, German, Danish, Swedish, French and Italian. She resides in New York.However, it was Nielsen's portrayal of "Princess Lucilla", opposite Russell Crowe's Maximus in Ridley Scott's Academy Award-winning Gladiator (2000), which first garnered a mass appeal. She won Best Actress Awards from the Danish Academy Awards and from the San Sebastian Film Festival for her role in the Danish drama Brothers (2004) (aka Brothers), which was released by Focus Features and IFC Films. She then appeared in the World War II epic The Great Raid (2005) opposite Benjamin Bratt, Joseph Fiennes and James Franco for director John Dahl and produced by Miramax; the dramatic thriller Return to Sender (2004) directed by Bille August, which premiered at The Toronto Film Festival in 2004; and the black comedy The Ice Harvest (2005) with John Cusack, Billy Bob Thornton and Randy Quaid, directed by Harold Ramis for Focus Features. In 2003, Nielsen starred as an industrial spy in a corporate war in the critically acclaimed suspense thriller Demonlover (2002), directed by Olivier Assayas and co-starring Chloë Sevigny and Gina Gershon. Her other lead roles range from The Hunted (2003) by director William Friedkin (with Tommy Lee Jones and Benicio Del Toro; to Basic (2003) by director John McTiernan (opposite John Travolta and Samuel L. Jackson); to One Hour Photo (2002) where she starred opposite Robin Williams; to Mission to Mars (2000) opposite Gary Sinise, Tim Robbins and Don Cheadle; to The Devil's Advocate (1997) starring Al Pacino and Keanu Reeves.Additionally, Nielsen has received a Best Actress Award from the Empire Awards for her role in Gladiator (2000), and has given unforgettable performances as a German heroin junkie in Permanent Midnight (1998) opposite Ben Stiller and as an unmatronly Texas mother in Rushmore (1998) opposite Bill Murray. Other film credits include Innocents (2000) (aka The Innocents) opposite Jean-Hugues Anglade, Voyage (1993) with Rutger Hauer and Eric Roberts.
https://www.imdb.com/name/nm0488953/bio	Brie Larson has built an impressive career as an acclaimed television actress, rising feature film star and emerging recording artist. A native of Sacramento, Brie started studying drama at the early age of 6, as the youngest student ever to attend the American Conservatory Theater in San Francisco. She starred in one of Disney Channel's most watched original movies, Right on Track (2003), as well as the WB's Raising Dad (2001) and MGM's teen comedy Sleepover (2004) - all before graduating from middle school.Brie's work includes the coming-of-age drama Tanner Hall (2009) and the dark comedy, Just Peck (2009), with Marcia Cross and Keir Gilchrist. She earned critical praise for her role in the independent feature, Remember the Daze (2007) (aka "The Beautiful Ordinary"), singled out by Variety as the "scene stealer" of the film, opposite Amber Heard and Leighton Meester.Brie garnered considerable acclaim for her series regular role of "Kate", Toni Collette's sarcastic and rebellious daughter, in Showtime's breakout drama United States of Tara (2009), created by Academy Award-winning writer Diablo Cody and based on an original idea by Steven Spielberg.She starred in The Trouble with Bliss (2011) opposite Michael C. Hall, playing a young girl out to seduce him while, in turn, teaching him more about his own life. She also starred in Universal's Scott Pilgrim vs. the World (2010) and Noah Baumbach's Greenberg (2010). In Scott Pilgrim vs. the World (2010), Brie played rock star "Envy Adams", former flame of Michael Cera, and in Greenberg (2010), she starred as a young temptress trying to flirt with Ben Stiller, a New Yorker traveling West to try to figure out his life.In addition to her talents as an actress, Brie has simultaneously nurtured an ever-growing musical career. At 13, Brie landed her first record deal at Universal Records with Tommy Mottola, who signed her sight-unseen. Her first release in 2005 led to a nationwide tour.
https://www.imdb.com/name/nm0272173/bio	Colm Feore was born on August 22, 1958 in Boston, Massachusetts, USA. He is an actor and writer, known for Chicago (2002), The Chronicles of Riddick (2004) and Thor (2011). He has been married to Donna Feore since August 8, 1994. They have two children. He was previously married to Sidonie Boll.
https://www.imdb.com/name/nm0544718/bio	Kate Mara is an American actress. She starred in the Netflix political drama House of Cards (2013) as Zoe Barnes and appeared in the Fox TV series 24 (2001) as computer analyst Shari Rothenberg. She appeared in Brokeback Mountain (2005), We Are Marshall (2006), Shooter (2007), Transsiberian (2008), Stone of Destiny (2008), The Open Road (2009), Transcendence (2014), and Fantastic Four (2015) as the Invisible Woman. She also appeared in the FX horror mini-series "American Horror Story: Murder House" as Hayden McClaine. Mara's film debut was in Random Hearts (1999), with Harrison Ford in 1999, directed by Sydney Pollack. In 2015, she also had a supporting role as astronaut "Beth Johanssen" in director Ridley Scott's film The Martian (2015). In the same year, she also starred as Ashley Smith in the movie Captive (2015).Kate was born in Bedford, New York. She is one of four children of Kathleen McNulty (Rooney) and NFL football team New York Giants executive Timothy Christopher Mara. Her younger sister is actress Rooney Mara.Her grandfathers were Wellington Mara, co-owner of the Giants, and Timothy Rooney, owner of Yonkers Raceway, and her grand-uncle is Steelers Chairman Dan Rooney, the former US Ambassador to Ireland. She is the great-granddaughter of Art Rooney Sr., the founder of the Pittsburgh Steelers football franchise. She often sings the national anthem at Giants home games. Her father has Irish, German, and French-Canadian ancestry, and her mother is of Irish and Italian descent.Mara graduated from high school a year early. She was accepted at the prestigious NYU Tisch School of the Arts but deferred her admission for three consecutive years.
https://www.imdb.com/name/nm0203457/bio	Pete Davidson is an American comedian and actor who is a featured player on Saturday Night Live (1975), as of September 2014. He was raised on Staten Island, New York, and is the son of Amy (Waters) and Scott Matthew Davidson. Pete's father, a firefighter, died during the 9/11 attacks.Davidson attended St. Joseph High School, a Catholic school. Before SNL, he appeared on the shows Wild 'N Out (2005), Jimmy Kimmel Live! (2003), Guy Code (2011), and in the film School Dance (2014).
https://www.imdb.com/name/nm0564215/bio	McAvoy was born on 21 April 1979 in Glasgow, Scotland, to Elizabeth (née Johnstone), a nurse, and James McAvoy senior, a bus driver. He was raised on a housing estate in Drumchapel, Glasgow by his maternal grandparents (James, a butcher, and Mary), after his parents divorced when James was 11. He went to St Thomas Aquinas Secondary in Jordanhill, Glasgow, where he did well enough and started 'a little school band with a couple of mates'.McAvoy toyed with the idea of the Catholic priesthood as a child but, when he was 16, a visit to the school by actor David Hayman sparked an interest in acting. Hayman offered him a part in his film The Near Room (1995) but despite enjoying the experience McAvoy didn't seriously consider acting as a career, although he did continue to act as a member of PACE Youth Theatre. He applied instead to the Royal Navy and had already been accepted when he was also offered a place at the Royal Scottish Academy of Music and Drama (RSAMD).He took the place at the RSAMD (now the Royal Conservatoire of Scotland) and, when he graduated in 2000, he moved to London. He had already made a couple of TV appearances by this time and continued to get a steady stream of TV and movie work until he came to attention of the British public in 2004 playing car thief Steve McBride in the successful UK TV series Shameless (2004) and then to the rest of the world in 2005 as Mr Tumnus, the faun, in Disney's adaptation of C. S. Lewis's The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005). In The Last King of Scotland (2006) McAvoy portrayed a Scottish doctor who becomes the personal physician to dictator Idi Amin, played by Forest Whitaker. McAvoy's career breakthrough came in Atonement (2007), Joe Wright's 2007 adaption of Ian McEwan's novel.Since then, McAvoy has taken on theatre roles, starring in Shakespeare's 'Macbeth' (directed by Jamie Lloyd), which launched the first Trafalgar Transformed season in London's West End and earned him an Olivier award nomination for Best Actor. In January 2015, McAvoy returned to the Trafalgar Studios stage to play Jack Gurney, the delusional 14th Earl of Gurney who believes he is Jesus, in the first revival of Peter Barnes's satire 'The Ruling Class', a role for which he was subsequently awarded the London Evening Standard Theatre Award's Best Actor.On screen, McAvoy has appeared as corrupt cop Bruce Robertson in Filth (2013), a part for which he received a Scottish BAFTA for Best Actor, a British Independent Film Award for Best Actor, a London Critics Circle Film Award for British Actor of the Year and an Empire Award for Best Actor. More recently, he reprised his role as Professor Charles Xavier in X-Men: Days of Future Past (2014), X-Men: Apocalypse (2016) and X-Men: Dark Phoenix (2019). He began his depiction of Kevin Wendell Crumb, also known as The Horde, a man with an extreme case of dissociative identity disorder in M. Night Shyamalan's thriller Split (2016) and continued it in the sequel, Glass (2019). Also in 2019, he played Bill Denbrough in It Chapter Two (2019), the horror sequel to It (2017).McAvoy and Jamie Lloyd look set to continue their collaboration in December 2019, with a production of 'Cyrano de Bergerac' at the Playhouse Theatre in the West End, London. The project has been on the cards as long ago as 2017, when McAvoy posted a picture of him reading the script and wearing a false nose.
https://www.imdb.com/name/nm0000232/bio	Sharon Stone was born and raised in Meadville, a small town in Pennsylvania. Her strict father was a factory worker, and her mother was a homemaker. She was the second of four children. At the age of 15, she studied in Saegertown High School, Pennsylvania, and at that same age, entered Edinboro State University of Pennsylvania, and graduated with a degree in creative writing and fine arts. She was a very smart girl (with an IQ of 154), became a bookworm, and once was told that a suitable job for her (and her brains) was to become a lawyer. However, her first love was still the black-and-white movies, especially those featuring Fred Astaire and Ginger Rogers. So, the 17-year-old Sharon got herself into the Miss Crawford County and won the beauty contest.From working part-time as a McDonald's counter girl, she worked her way up to become a successful Ford model, both in TV commercials and print ads. In 1980, she made her acting debut in Woody Allen's Stardust Memories (1980) as "pretty girl in train". Her first speaking part, though, was in Wes Craven's horror movie, Deadly Blessing (1981). She struggled through many parts in B-movies, notably King Solomon's Mines (1985) and Action Jackson (1988). She was also married in 1984 to Michael Greenburg, the producer of MacGyver (1985), but they divorced two years later.She finally got her big break with Arnold Schwarzenegger in Total Recall (1990) and also posed nude for Playboy, a daring move for a 32-year-old actress. But it worked; she landed the breakthrough role as a sociopath novelist, "Catherine Tramell", in Basic Instinct (1992). Her interrogation scene has become a classic in film history and her performance captivated everyone, from MTV viewers, who honored her with Most Desirable Female and Best Female Performance Awards, to a Golden Globe nomination for Best Actress. After she got famous, she didn't want to be typecast, so she played a victim in Sliver (1993), and, in Intersection (1994), she was the aloof, estranged wife of Richard Gere. These movies didn't "work," so she got herself again into more aggressive roles , such as The Specialist (1994) with Sylvester Stallone and The Quick and the Dead (1995) with Gene Hackman.But it wasn't until she played a beautiful but drug-crazy wife of Robert De Niro in Casino (1995) that she got far more than just fame and fortune--she also received the acknowledgment of the movie industry for her acting ability. She received her first Golden Globe and an Oscar nomination. She did a couple of films afterwards, teaming up with Isabelle Adjani in Diabolique (1996), and as a woman waiting for her death penalty in Last Dance (1996). In 1998, she married a newspaper editor,Phil Bronstein but they divorced later in 2004. She received her third Golden Globe nomination for The Mighty (1998), a film that her company, "Chaos", also co-executive produced. The next year, she played the title role in Gloria (1999) and entered her first comedic role in The Muse (1999), which gave her another Golden Globe nomination.Sharon Stone, a diva who thoroughly enjoys her hard-won stardom, is now a mother of three children: Roan, Laird and Quinn.
